Estimate,Est.Error,Q25,Q75,iso3c,country,gdpcap,hcecap,study_pop,hce_prop_gdp,outcome
12.498871430388292,9.642610022237879,5.86742710627856,16.212421582559845,GIN,Guinea,1028.47369985676,55.03785324,adult,0.053514108574351835,outpatient
20.364745595553714,14.171977794374563,10.53625248309144,26.721039169939985,GNB,Guinea-Bissau,767.044183086551,66.05480957,adult,0.0861160426302934,outpatient
19.2499963930392,27.58311190445167,5.686821649672989,22.40794248938302,GUY,Guyana,23102.6662867381,531.62786865,adult,0.02301153737199488,outpatient
10.917310279888476,8.652248731377302,5.129226007140475,14.090775630951292,HTI,Haiti,1219.11871645847,52.29947662,adult,0.04289941243124341,outpatient
33.743881684149144,23.383157556753883,17.001471361788077,44.35783704204002,HND,Honduras,2527.43851176243,251.04405212,adult,0.09932746175690038,outpatient
35.157721228892314,30.361096642444387,15.78636553123578,44.74391602142439,HUN,Hungary,16282.830349083,1224.43383789,adult,0.07519785022872,outpatient
93.09933669843913,71.79498635056349,43.40309422631775,120.96351134170187,ISL,Iceland,59096.4444709589,6851.62939453,adult,0.11593979055536953,outpatient
11.495311053037117,9.953831501446702,4.944267714979717,14.94875816336701,IND,India,2236.31279250417,79.51509857,adult,0.03555634025639181,outpatient
12.582813536555097,12.007986819257393,4.951359178938261,16.002818130938,IDN,Indonesia,4192.62390181339,127.44384766,adult,0.030397157160907778,outpatient
16.673022034554993,16.71149161910456,6.862281121483335,20.74400468241661,IRN,"Iran, Islamic Rep.",5667.52647829172,237.82546997,adult,0.0419628335008122,outpatient
20.39566486699816,16.78449055104672,9.161312353740195,26.3483110322421,IRQ,Iraq,4175.70315667132,254.62432861,adult,0.06097759324754657,outpatient
51.96951215138954,56.29438838836151,19.350273380766613,64.45543826484305,IRL,Ireland,91647.7688541174,6448.02197266,adult,0.0703565624486047,outpatient
65.61236515627142,52.15232378256927,30.332528900754,85.25125277627049,ISR,Israel,42852.5810267712,4223.87255859,adult,0.09856751816072011,outpatient
55.43121400496158,45.58579029405252,25.576761339729995,71.39412310394835,ITA,Italy,34088.088128227,3134.68066406,adult,0.09195824219499991,outpatient
33.26187561819646,24.653023373190774,16.412343508699763,43.526691133926775,JAM,Jamaica,5328.61624140582,468.34671021,adult,0.0878927453192686,outpatient
69.57833541075796,54.38281321994965,33.228215229134804,89.93368848129654,JPN,Japan,36990.3301140205,3889.35717773,adult,0.10514524108709727,outpatient
24.703843176468474,18.786187042122126,11.940590269532635,31.970483181940004,JOR,Jordan,3950.31227288316,295.13876343,adult,0.07471276776167143,outpatient
18.45152466761664,20.6829442126091,6.622068474588396,22.697508891255854,KAZ,Kazakhstan,11453.3952725363,420.97982788,adult,0.0367558979553821,outpatient
13.786696649742845,10.937160226682128,6.406885603142575,17.874520278969747,KEN,Kenya,1808.40479129677,90.43982697,adult,0.05001083131678027,outpatient
38.08970540088474,27.05194677221772,18.818972123202858,50.19790016836503,KIR,Kiribati,2003.46946759298,217.68276978,adult,0.10865290103049571,outpatient
52.45569339420829,44.381699797704265,23.680866860771665,67.06620430606245,KOR,"Korea, Rep.",34121.0211756766,3049.67163086,adult,0.08937808792879795,outpatient
36.355629731699075,34.37355281651552,14.929851644059067,46.29436364911981,KWT,Kuwait,24155.1872264077,1700.31958008,adult,0.07039148834338665,outpatient
16.602627560068324,12.03167623197094,8.436567534074943,21.66600539313091,KGZ,Kyrgyz Republic,1264.17439486467,85.87857056,adult,0.06793253439466579,outpatient
9.347697636712864,10.7658708816277,3.3431769891831293,11.449528140058668,LAO,Lao PDR,2648.88726608035,41.34779739,adult,0.015609496832677127,outpatient
50.34875145402223,38.796292253631655,24.240513054153077,65.03996301007126,LVA,Latvia,16703.9018520982,1642.47131348,adult,0.09832860178555748,outpatient
56.732410674052986,47.94483882649608,24.33444973557131,73.85321386032248,LSO,Lesotho,974.382482849023,133.70170593,adult,0.13721686122585663,outpatient
74.15514952676746,74.27825842257462,27.7088840505857,94.78926197581009,LBR,Liberia,653.329188343162,99.65045929,adult,0.15252718088826375,outpatient
16.284882689713292,15.970969849212116,6.2381767540648365,20.540389713939444,LBY,Libya,7633.45142779936,278.3821106,adult,0.036468707927608375,outpatient
51.69751960967959,39.16605833329393,25.003893700039335,67.42629824992483,LTU,Lithuania,18685.551945873,1829.66320801,adult,0.09791860648858756,outpatient
51.14688508323543,56.344747972640725,18.10796606963884,64.3773601066315,LUX,Luxembourg,106342.757463856,7022.62695313,adult,0.06603766086766055,outpatient
7.650294709844439,5.917629458421927,3.6601492273193026,9.886005342200828,MDG,Madagascar,448.058746204617,16.32154655,adult,0.036427246847105105,outpatient
14.608878209376352,9.972571049925866,7.5118220103099524,19.22940241159685,MWI,Malawi,556.744034801608,39.65991211,adult,0.07123545045998121,outpatient
19.244968944608086,21.082478643738156,7.214901041167041,23.900184450940507,MYS,Malaysia,11429.5894122241,458.21963501,adult,0.04009064704633466,outpatient
48.758235069587386,36.732348861861404,23.676159190658275,64.04796925553703,MDV,Maldives,11485.5546954096,1150.68554688,adult,0.10018545707155886,outpatient
9.200660536334384,7.231887227004948,4.354855525727331,11.876018906565838,MLI,Mali,743.273871368099,29.74292755,adult,0.040016108053487744,outpatient
65.42958225122841,53.15709099861481,30.040277443511133,84.27691522214745,MLT,Malta,33000.5930696382,3352.77490234,adult,0.10159741357571785,outpatient
82.18587703196516,65.03597088976973,38.092505236782145,106.32331406986249,MHL,Marshall Islands,5470.42006850903,758.44873047,adult,0.13864542776816702,outpatient
14.69479153517867,11.552836264010953,6.944469715403018,18.957153448068773,MRT,Mauritania,1630.27171808744,90.41540527,adult,0.05546032864758962,outpatient
22.962906419258314,21.767751086517148,9.451680569313552,29.113930895882305,MUS,Mauritius,11319.2352240984,590.93572998,adult,0.052206330046212925,outpatient
26.22507225394977,23.535307329266328,11.588582330489253,33.56403635249952,MEX,Mexico,10241.8945112994,650.97070313,adult,0.06355959851098003,outpatient
65.42083038960673,51.64085422262213,29.814661047589198,85.87902185328899,FSM,"Micronesia, Fed. Sts.",2986.27621746796,396.7605896,adult,0.1328613164713913,outpatient
41.74436098143211,29.63236271278867,20.9948566539628,54.89287149862712,MDA,Moldova,3728.90191379122,398.14910889,adult,0.10677382191724022,outpatient
44.218730019992684,77.7470036583879,10.808057930492645,49.184956637741294,MCO,Monaco,224582.449752101,7655.94042969,adult,0.03408966478966096,outpatient
39.49110074235673,27.618819521287303,19.50266773802706,52.7728545770872,MNG,Mongolia,4456.53627552726,448.24212646,adult,0.10058083200657168,outpatient
79.63555874159236,62.91185318457725,37.460051592044394,104.27882882153864,MNE,Montenegro,8403.3387654549,1107.06445313,adult,0.13174102389885872,outpatient
18.52783577998008,15.82926729940922,8.501895434557408,23.705416934660885,MAR,Morocco,3403.31982421875,199.21412659,adult,0.058535235264211664,outpatient
17.755512966725238,12.32348902878804,8.999332273380501,23.355754224368816,MOZ,Mozambique,610.174972826279,49.4729538,adult,0.08107994592247114,outpatient
12.022933668423569,9.597607093962017,5.709977711244877,15.55819809853466,MMR,Myanmar,1177.76649645503,57.96875763,adult,0.04921922792376986,outpatient
39.581472366917495,28.262114994702312,19.991147541947218,52.00637989100013,NAM,Namibia,3965.35920570222,405.59393311,adult,0.10228428550098374,outpatient
1741.796513382144,3640.2970392733773,270.15438861803847,1692.2009240505135,NRU,Nauru,8463.13245199864,2264.20239258,adult,0.2675371566523563,outpatient
19.059147490577306,13.313860248065218,9.587303417168332,24.911289440450364,NPL,Nepal,1136.09335013717,88.26616669,adult,0.07769270604333957,outpatient
86.32619134616648,67.77655171077407,40.5558652191387,112.06284140571107,NLD,Netherlands,51305.6282286444,5796.03466797,adult,0.1129707376769635,outpatient
83.43445693220553,63.38107182832969,40.3260195069843,108.32757286055345,NZL,New Zealand,41766.8707772422,4804.37792969,adult,0.11502843857547965,outpatient
28.952861876355552,20.36060266716413,14.280546254560463,38.355318075245535,NIC,Nicaragua,2256.77147695561,208.47544861,adult,0.0923777399434496,outpatient
9.728427282575455,7.09413630280483,4.91335841112477,12.660051655914053,NER,Niger,562.137571413883,26.50681686,adult,0.04715361187000952,outpatient
12.308789007523645,11.07499646901445,5.092932424828379,15.958329481019337,NGA,Nigeria,2416.36198205178,90.92185211,adult,0.03762757930531438,outpatient
34.36952393752209,25.14282049016525,16.862537853565605,45.095266444214985,MKD,North Macedonia,6393.78647551263,561.69281006,adult,0.08784979170186717,outpatient
91.28839863439796,72.52477343652117,43.20043420740585,116.89601371744475,NOR,Norway,78912.3327624579,8692.57617188,adult,0.1101548499148595,outpatient
22.29627297558562,25.96194527584354,7.841123066924956,27.551757985420316,OMN,Oman,18098.5776925062,706.92224121,adult,0.039059546734587024,outpatient
8.981912411230207,8.514167100190495,3.687423111549354,11.388333475131503,PAK,Pakistan,1616.39906887866,38.76602173,adult,0.023982952277306766,outpatient
149.45306140996328,126.69241707741119,63.8356570543823,194.53529683710894,PLW,Palau,12379.7893768679,1978.85437012,adult,0.15984556036288983,outpatient
42.859434368141194,34.224333301142046,19.974964446653516,55.52517278754583,PAN,Panama,16872.8834654731,1472.04638672,adult,0.08724332090198107,outpatient
11.452276711093779,11.218741766653514,4.700857847605063,14.488803788305775,PNG,Papua New Guinea,2496.50840962288,81.11356354,adult,0.03249080324638399,outpatient
27.531227535770245,21.315600679739962,13.196375710012152,36.05279214007345,PRY,Paraguay,6431.71872824395,480.19396973,adult,0.07466028755599939,outpatient
24.88910848944085,20.212855640434867,11.321688914943358,32.553142243581995,PER,Peru,6552.55403560046,445.85757446,adult,0.06804332662311921,outpatient
16.566197138755673,14.327529951280482,7.079991342011423,21.250256546558536,PHL,Philippines,3745.65232883132,182.93429565,adult,0.04883910186802556,outpatient
33.09566149771917,31.049155124532824,14.050913736341764,42.477631978663894,POL,Poland,17391.1441481102,1193.13061523,adult,0.0686056423354786,outpatient
73.7431748523179,55.85535779393696,35.19581181761917,96.13284252972589,PRT,Portugal,22292.4218368837,2580.75634766,adult,0.11576832551185784,outpatient
26.49171400381477,35.16521713565969,7.325689679404213,31.807104773135045,QAT,Qatar,65111.0333213131,1781.56030273,adult,0.027361880342741136,outpatient
31.673557097259277,26.926060205207765,14.057690739611987,40.62476489412059,ROU,Romania,12399.0008278388,902.2677002,adult,0.07276938785052645,outpatient
