ISO Code,Country,GDP per capita,Healthcare expenditure per capita,Treatment type,Age group,Estimated cost,Estimated error,Lower CI,Upper CI
KOR,"Korea, Rep.",34121.0211756766,3049.67163086,Outpatient,Adults,   97.48,   77.12,  12.65,  295.78
ITA,Italy,34088.088128227,3134.68066406,Outpatient,Adults,  170.41,  240.27,  10.69,  702.07
AND,Andorra,40227.2335282714,3192.31567383,Outpatient,Adults,  100.80,   78.18,  13.23,  303.62
MLT,Malta,33000.5930696382,3352.77490234,Outpatient,Adults,  102.45,   78.41,  13.24,  304.19
JPN,Japan,36990.3301140205,3889.35717773,Outpatient,Adults,  138.57,  123.08,  16.02,  445.45
ISR,Israel,42852.5810267712,4223.87255859,Outpatient,Adults,  118.79,   94.40,  14.17,  360.72
SGP,Singapore,65422.4603166668,4320.51611328,Outpatient,Adults,  117.40,   91.93,  14.67,  355.65
NZL,New Zealand,41766.8707772422,4804.37792969,Outpatient,Adults,   74.57,   94.50,   5.11,  290.40
FRA,France,39117.4845009362,4865.17822266,Outpatient,Adults,  125.86,   98.58,  14.67,  389.44
FIN,Finland,45588.5130643088,4902.0390625,Outpatient,Adults,  137.68,  207.16,   6.57,  612.86
GBR,United Kingdom,47322.6682239254,5035.6171875,Outpatient,Adults,  139.19,  140.80,  12.73,  512.09
BEL,Belgium,44731.0420983801,5404.62402344,Outpatient,Adults,  195.23,  262.84,  15.29,  737.88
NLD,Netherlands,51305.6282286444,5796.03466797,Outpatient,Adults,  144.20,  149.76,  14.94,  516.56
AUT,Austria,46338.9571249412,5851.96240234,Outpatient,Adults,  118.78,  175.10,   8.15,  488.25
SWE,Sweden,54449.7982042953,5943.36132813,Outpatient,Adults,  141.33,  110.27,  17.59,  420.66
DEU,Germany,44336.7775157399,6182.34375,Outpatient,Adults,   52.06,   49.14,   5.54,  179.96
CAN,Canada,44468.7475023539,6255.02783203,Outpatient,Adults,  184.17,  202.11,  15.50,  702.83
IRL,Ireland,91647.7688541174,6448.02197266,Outpatient,Adults,  147.87,  116.88,  18.09,  446.63
DNK,Denmark,61295.9818623394,6456.08398438,Outpatient,Adults,  150.13,  117.09,  17.37,  459.46
AUS,Australia,61583.9188935304,6730.99511719,Outpatient,Adults,  121.38,  147.93,   8.54,  486.66
ISL,Iceland,59096.4444709589,6851.62939453,Outpatient,Adults,  156.37,  128.36,  19.00,  501.04
LUX,Luxembourg,106342.757463856,7022.62695313,Outpatient,Adults,  155.60,  122.63,  20.10,  482.62
MCO,Monaco,224582.449752101,7655.94042969,Outpatient,Adults,  163.34,  129.35,  21.94,  510.19
NOR,Norway,78912.3327624579,8692.57617188,Outpatient,Adults,  178.07,  148.31,  21.02,  572.54
CHE,Switzerland,89555.5599814123,10963.43066406,Outpatient,Adults,  200.56,  160.84,  24.83,  630.13
USA,United States,65875.177881434,12434.43359375,Outpatient,Adults,  551.38,  371.06,  86.54, 1501.86
SOM,Somalia,465.160693722591,15.34639168,Outpatient,Children,    4.37,    2.91,   0.66,   11.62
MDG,Madagascar,448.058746204617,16.32154655,Outpatient,Children,    4.47,    3.02,   0.68,   12.17
COD,"Congo, Dem. Rep.",537.269316970327,24.38615036,Outpatient,Children,    5.48,    3.67,   0.79,   15.02
BDI,Burundi,253.530723439042,24.68718529,Outpatient,Children,    5.50,    3.63,   0.79,   14.49
NER,Niger,562.137571413883,26.50681686,Outpatient,Children,    5.80,    3.85,   0.88,   15.37
ETH,Ethiopia,875.373675519289,27.0685215,Outpatient,Children,    5.74,    3.80,   0.84,   15.39
GMB,"Gambia, The",727.838723280227,28.89956109,Outpatient,Children,    6.07,    4.03,   0.87,   15.70
MLI,Mali,743.273871368099,29.74292755,Outpatient,Children,    6.13,    4.14,   0.87,   16.40
SDN,Sudan,767.248779296875,31.57727051,Outpatient,Children,    6.39,    4.27,   0.95,   16.85
BEN,Benin,1263.62565116943,33.88216782,Outpatient,Children,    6.64,    4.43,   1.04,   17.69
TZA,Tanzania,1092.86413574219,35.64775848,Outpatient,Children,    6.79,    4.56,   1.03,   18.31
YEM,"Yemen, Rep.",859.209303110809,38.11569214,Outpatient,Children,    6.99,    4.59,   1.04,   18.74
PAK,Pakistan,1616.39906887866,38.76602173,Outpatient,Children,    7.09,    4.75,   1.08,   18.82
SLE,Sierra Leone,1102.44133602893,39.31665802,Outpatient,Children,    7.09,    4.76,   1.11,   19.20
MWI,Malawi,556.744034801608,39.65991211,Outpatient,Children,    7.15,    4.78,   0.95,   18.70
TCD,Chad,567.181912180859,40.17007446,Outpatient,Children,    7.20,    5.00,   1.01,   19.95
LAO,Lao PDR,2648.88726608035,41.34779739,Outpatient,Children,    7.36,    4.96,   1.07,   19.61
UGA,Uganda,955.745797275462,44.14502716,Outpatient,Children,    7.58,    5.06,   1.14,   20.53
CAF,Central African Republic,398.330979969132,47.91517639,Outpatient,Children,    7.88,    5.47,   1.13,   21.80
MOZ,Mozambique,610.174972826279,49.4729538,Outpatient,Children,    8.03,    5.46,   1.18,   21.95
COG,"Congo, Rep.",1677.08549205924,50.60568619,Outpatient,Children,    8.12,    5.49,   1.19,   22.02
HTI,Haiti,1219.11871645847,52.29947662,Outpatient,Children,    8.12,    5.38,   1.17,   21.37
TGO,Togo,896.874686928368,54.01099014,Outpatient,Children,    8.39,    5.54,   1.21,   22.23
GIN,Guinea,1028.47369985676,55.03785324,Outpatient,Children,    8.56,    5.72,   1.26,   23.03
BFA,Burkina Faso,744.165760639938,56.75708389,Outpatient,Children,    8.69,    5.93,   1.28,   24.12
MMR,Myanmar,1177.76649645503,57.96875763,Outpatient,Children,    8.68,    5.89,   1.29,   23.82
BGD,Bangladesh,1885.37733613545,61.09237671,Outpatient,Children,    9.09,    6.18,   1.32,   24.87
SEN,Senegal,1463.19101905166,63.73388672,Outpatient,Children,    9.29,    6.37,   1.40,   25.54
GNB,Guinea-Bissau,767.044183086551,66.05480957,Outpatient,Children,    9.49,    6.40,   1.48,   25.70
ZWE,Zimbabwe,1410.7373112787,70.66313934,Outpatient,Children,    9.68,    6.57,   1.46,   26.43
CMR,Cameroon,1466.76885819356,71.97737885,Outpatient,Children,    9.76,    6.56,   1.47,   26.09
ZMB,Zambia,1330.85998216751,76.05962372,Outpatient,Children,    9.95,    6.57,   1.52,   26.59
RWA,Rwanda,1004.21571099829,76.83828735,Outpatient,Children,   10.15,    6.79,   1.37,   26.68
TJK,Tajikistan,1407.1075436221,78.61326599,Outpatient,Children,   10.28,    6.95,   1.54,   27.93
IND,India,2236.31279250417,79.51509857,Outpatient,Children,   10.34,    7.06,   1.48,   28.52
AFG,Afghanistan,379.707497269884,80.6516037,Outpatient,Children,   10.53,    7.20,   1.52,   28.23
PNG,Papua New Guinea,2496.50840962288,81.11356354,Outpatient,Children,   10.56,    7.37,   1.46,   28.94
DJI,Djibouti,3078.28598659063,81.80969238,Outpatient,Children,   10.52,    7.14,   1.51,   28.54
GHA,Ghana,2086.80608066,82.32108307,Outpatient,Children,   10.47,    7.04,   1.57,   28.10
KGZ,Kyrgyz Republic,1264.17439486467,85.87857056,Outpatient,Children,   10.68,    7.25,   1.55,   28.42
CIV,Cote d'Ivoire,2302.7469807991,86.15213013,Outpatient,Children,   10.81,    7.44,   1.54,   29.77
NPL,Nepal,1136.09335013717,88.26616669,Outpatient,Children,   11.10,    7.43,   1.64,   30.12
MRT,Mauritania,1630.27171808744,90.41540527,Outpatient,Children,   10.97,    7.58,   1.62,   30.24
KEN,Kenya,1808.40479129677,90.43982697,Outpatient,Children,   11.67,   10.74,   1.28,   41.14
NGA,Nigeria,2416.36198205178,90.92185211,Outpatient,Children,   11.14,    7.69,   1.66,   31.03
SLB,Solomon Islands,1945.14986518195,96.73880768,Outpatient,Children,   11.42,    7.95,   1.58,   31.53
LBR,Liberia,653.329188343162,99.65045929,Outpatient,Children,   11.68,    8.00,   1.65,   31.33
AGO,Angola,2332.88691268977,101.25614166,Outpatient,Children,   11.86,    8.26,   1.72,   32.60
KHM,Cambodia,2083.59301849948,109.52975464,Outpatient,Children,   12.28,    8.41,   1.67,   33.02
COM,Comoros,1382.51969363483,122.93584442,Outpatient,Children,   13.05,    8.92,   1.97,   35.75
IDN,Indonesia,4192.62390181339,127.44384766,Outpatient,Children,   13.26,    9.04,   1.93,   36.32
LSO,Lesotho,974.382482849023,133.70170593,Outpatient,Children,   13.69,    9.45,   2.05,   38.43
VUT,Vanuatu,2627.97526807247,135.42979431,Outpatient,Children,   13.86,    9.29,   2.15,   37.68
LKA,Sri Lanka,3968.6762893616,145.55810547,Outpatient,Children,   14.37,    9.91,   2.21,   40.32
UZB,Uzbekistan,3725.67414578523,169.43212891,Outpatient,Children,   15.78,   11.00,   2.10,   43.53
EGY,"Egypt, Arab Rep.",4111.24924442966,170.97909546,Outpatient,Children,   15.58,   10.59,   2.34,   42.08
TLS,Timor-Leste,1278.41861343542,174.91215515,Outpatient,Children,   15.88,   10.98,   2.40,   43.65
DZA,Algeria,4660.40545686886,179.69688416,Outpatient,Children,   15.95,   11.18,   2.25,   44.53
STP,Sao Tome and Principe,1380.60169416257,180.3336792,Outpatient,Children,   16.11,   11.06,   2.52,   44.28
PHL,Philippines,3745.65232883132,182.93429565,Outpatient,Children,   16.16,   11.30,   2.24,   44.86
VNM,Viet Nam,3760.39771392507,188.89749146,Outpatient,Children,   17.28,   19.98,   1.36,   65.39
GNQ,Equatorial Guinea,5118.21986148331,190.09381104,Outpatient,Children,   16.26,   11.23,   2.31,   44.42
MAR,Morocco,3403.31982421875,199.21412659,Outpatient,Children,   17.09,   11.76,   2.48,   47.17
NIC,Nicaragua,2256.77147695561,208.47544861,Outpatient,Children,   17.30,   12.04,   2.55,   47.01
FJI,Fiji,5736.82889741943,217.15068054,Outpatient,Children,   17.58,   12.31,   2.57,   48.57
KIR,Kiribati,2003.46946759298,217.68276978,Outpatient,Children,   18.02,   12.69,   2.51,   50.54
WSM,Samoa,4003.07590158729,236.22660828,Outpatient,Children,   18.79,   12.74,   2.87,   50.42
IRN,"Iran, Islamic Rep.",5667.52647829172,237.82546997,Outpatient,Children,   18.72,   13.09,   2.80,   52.02
GAB,Gabon,6541.69710787282,247.09622192,Outpatient,Children,   18.96,   13.32,   2.67,   53.61
HND,Honduras,2527.43851176243,251.04405212,Outpatient,Children,   19.20,   13.51,   2.70,   52.70
IRQ,Iraq,4175.70315667132,254.62432861,Outpatient,Children,   19.33,   13.58,   2.63,   53.09
TUN,Tunisia,3958.56222854122,265.85464478,Outpatient,Children,   19.74,   13.71,   2.93,   54.25
LBY,Libya,7633.45142779936,278.3821106,Outpatient,Children,   20.35,   14.26,   2.98,   57.18
SWZ,Eswatini,3726.43642993545,283.88345337,Outpatient,Children,   20.44,   14.38,   2.93,   56.92
CPV,Cabo Verde,4195.75433916189,285.9694519,Outpatient,Children,   20.81,   14.67,   2.82,   58.23
JOR,Jordan,3950.31227288316,295.13876343,Outpatient,Children,   21.06,   14.99,   3.02,   59.44
BLZ,Belize,6212.26051785042,297.4163208,Outpatient,Children,   20.98,   14.85,   3.17,   59.47
AZE,Azerbaijan,5651.34563872949,304.20162964,Outpatient,Children,   21.49,   15.20,   2.93,   59.62
BOL,Bolivia,3226.08755673382,307.13800049,Outpatient,Children,   21.98,   15.61,   3.22,   60.93
SUR,Suriname,7195.10209033209,343.85302734,Outpatient,Children,   22.99,   16.21,   3.31,   63.47
PSE,West Bank and Gaza,2862.88117465434,350.63812256,Outpatient,Children,   23.20,   16.16,   3.29,   64.01
THA,Thailand,6393.88744975198,369.97647095,Outpatient,Children,   27.12,   20.12,   3.72,   77.57
TUR,Turkiye,14713.5670729157,385.87997437,Outpatient,Children,   24.29,   17.18,   3.53,   70.40
GTM,Guatemala,4470.75416315328,396.07998657,Outpatient,Children,   24.67,   17.12,   3.54,   67.54
FSM,"Micronesia, Fed. Sts.",2986.27621746796,396.7605896,Outpatient,Children,   24.75,   17.34,   3.21,   70.12
MDA,Moldova,3728.90191379122,398.14910889,Outpatient,Children,   24.72,   17.55,   3.49,   69.75
NAM,Namibia,3965.35920570222,405.59393311,Outpatient,Children,   24.76,   17.73,   3.28,   70.07
ALB,Albania,5419.63779125273,414.35025024,Outpatient,Children,   25.17,   17.58,   3.60,   68.69
KAZ,Kazakhstan,11453.3952725363,420.97982788,Outpatient,Children,   23.36,   35.57,   1.42,   93.18
VCT,St. Vincent and the Grenadines,9385.71082837004,434.86938477,Outpatient,Children,   25.53,   18.07,   3.79,   72.15
PER,Peru,6552.55403560046,445.85757446,Outpatient,Children,   26.36,   18.67,   3.69,   73.68
MNG,Mongolia,4456.53627552726,448.24212646,Outpatient,Children,   26.16,   18.17,   3.82,   72.34
MYS,Malaysia,11429.5894122241,458.21963501,Outpatient,Children,   26.99,   18.77,   3.82,   75.13
DOM,Dominican Republic,8857.40278693789,462.26287842,Outpatient,Children,   26.56,   18.71,   3.86,   75.15
JAM,Jamaica,5328.61624140582,468.34671021,Outpatient,Children,   27.10,   19.30,   3.87,   76.36
GEO,Georgia,6180.62059946106,477.70956421,Outpatient,Children,   27.32,   19.22,   4.12,   76.77
BWA,Botswana,7235.92910677284,477.83258057,Outpatient,Children,   27.12,   19.08,   3.75,   77.50
PRY,Paraguay,6431.71872824395,480.19396973,Outpatient,Children,   27.75,   19.59,   4.18,   77.37
ECU,Ecuador,6238.15868442687,492.83575439,Outpatient,Children,   27.80,   19.84,   4.08,   78.61
SLV,El Salvador,4481.19664108356,501.24411011,Outpatient,Children,   22.75,   30.79,   1.60,   96.07
COL,Colombia,6819.17983072755,505.50805664,Outpatient,Children,  112.26,   88.40,  14.64,  339.30
GRD,Grenada,9727.65202554404,521.23730469,Outpatient,Children,   28.70,   20.43,   3.97,   80.51
BLR,Belarus,6482.80295076287,529.01873779,Outpatient,Children,   28.78,   20.15,   4.44,   81.58
GUY,Guyana,23102.6662867381,531.62786865,Outpatient,Children,   29.09,   20.13,   3.86,   79.42
MKD,North Macedonia,6393.78647551263,561.69281006,Outpatient,Children,   29.83,   21.33,   4.30,   85.05
ZAF,South Africa,5747.41965032482,569.84075928,Outpatient,Children,   35.48,   32.11,   4.26,  114.38
DMA,Dominica,8399.96601368496,574.41748047,Outpatient,Children,   29.67,   20.61,   4.35,   82.38
TKM,Turkmenistan,7880.44528570939,579.15454102,Outpatient,Children,   30.47,   21.62,   3.95,   85.60
MUS,Mauritius,11319.2352240984,590.93572998,Outpatient,Children,   30.58,   22.33,   4.01,   88.00
LCA,St. Lucia,11440.0632358822,644.80279541,Outpatient,Children,   32.37,   23.12,   4.76,   91.79
MEX,Mexico,10241.8945112994,650.97070313,Outpatient,Children,  329.89,  472.04,  20.37, 1453.87
BRN,Brunei Darussalam,28725.115657314,665.86773682,Outpatient,Children,   32.28,   23.05,   4.19,   92.42
BIH,Bosnia and Herzegovina,6507.01987550791,667.29681396,Outpatient,Children,   32.62,   23.76,   4.84,   92.93
CHN,China,12175.1961147248,672.45159912,Outpatient,Children,   69.93,   48.61,  10.78,  192.01
ARM,Armenia,5151.01273118105,674.78619385,Outpatient,Children,   32.96,   23.30,   4.88,   93.25
SYC,Seychelles,16715.2650923889,694.75085449,Outpatient,Children,   33.34,   23.81,   4.45,   92.09
OMN,Oman,18098.5776925062,706.92224121,Outpatient,Children,   33.53,   23.58,   4.66,   92.67
MHL,Marshall Islands,5470.42006850903,758.44873047,Outpatient,Children,   34.88,   25.01,   4.82,   97.85
BRA,Brazil,9258.05329063487,848.57122803,Outpatient,Children,   24.59,   57.09,   0.98,  114.55
ROU,Romania,12399.0008278388,902.2677002,Outpatient,Children,   49.81,   83.61,   3.10,  203.11
SRB,Serbia,8210.55401378745,903.11828613,Outpatient,Children,   38.69,   28.00,   5.64,  108.69
CRI,Costa Rica,14318.8389652137,978.84155273,Outpatient,Children,   40.08,   29.15,   5.24,  114.79
BGR,Bulgaria,9819.57352949265,1011.09472656,Outpatient,Children,   40.78,   29.73,   5.61,  116.60
RUS,Russian Federation,10420.5712890625,1078.23486328,Outpatient,Children,   42.27,   30.89,   5.92,  124.49
TUV,Tuvalu,4773.34085526672,1084.66955566,Outpatient,Children,   42.42,   30.71,   5.90,  120.36
ATG,Antigua and Barbuda,18090.7735177058,1084.88330078,Outpatient,Children,   42.57,   30.79,   5.68,  122.31
MNE,Montenegro,8403.3387654549,1107.06445313,Outpatient,Children,   42.99,   30.81,   6.04,  123.21
BHR,Bahrain,25076.6545031009,1110.67590332,Outpatient,Children,   43.17,   30.68,   6.22,  124.15
MDV,Maldives,11485.5546954096,1150.68554688,Outpatient,Children,   43.99,   33.11,   6.25,  129.33
KNA,St. Kitts and Nevis,21505.7244171915,1160.26428223,Outpatient,Children,   44.11,   31.59,   6.29,  124.37
POL,Poland,17391.1441481102,1193.13061523,Outpatient,Children,   42.41,   57.85,   2.71,  168.37
HUN,Hungary,16282.830349083,1224.43383789,Outpatient,Children,   45.54,   32.60,   6.26,  130.18
TTO,Trinidad and Tobago,16061.9004827224,1292.01806641,Outpatient,Children,   46.90,   34.67,   6.39,  138.35
BRB,Barbados,19734.2380260921,1302.0592041,Outpatient,Children,   46.14,   33.31,   6.44,  132.41
HRV,Croatia,17147.1660226623,1344.19006348,Outpatient,Children,   47.64,   35.02,   6.81,  142.40
ARG,Argentina,12933.2497342121,1370.88464355,Outpatient,Children,   66.08,   60.16,   7.36,  228.04
PAN,Panama,16872.8834654731,1472.04638672,Outpatient,Children,   38.95,   50.39,   2.73,  154.68
CHL,Chile,14226.5180749128,1547.28967285,Outpatient,Children,   51.26,   36.98,   7.12,  145.47
SAU,Saudi Arabia,23331.7694701019,1593.37145996,Outpatient,Children,   52.44,   37.93,   7.10,  150.56
SVK,Slovak Republic,19238.7622372766,1642.39208984,Outpatient,Children,   52.80,   38.84,   6.90,  154.49
LVA,Latvia,16703.9018520982,1642.47131348,Outpatient,Children,   53.19,   38.17,   7.27,  149.09
KWT,Kuwait,24155.1872264077,1700.31958008,Outpatient,Children,   54.17,   38.96,   6.68,  156.02
GRC,Greece,21139.1916750925,1768.11071777,Outpatient,Children,   54.44,   40.04,   7.43,  159.79
QAT,Qatar,65111.0333213131,1781.56030273,Outpatient,Children,   55.30,   39.29,   7.98,  156.04
LTU,Lithuania,18685.551945873,1829.66320801,Outpatient,Children,   55.73,   40.41,   7.52,  160.21
URY,Uruguay,18295.9066764742,1850.80737305,Outpatient,Children,   56.51,   41.61,   7.44,  161.78
PLW,Palau,12379.7893768679,1978.85437012,Outpatient,Children,   58.80,   43.30,   7.42,  171.25
EST,Estonia,20123.422189306,1998.88549805,Outpatient,Children,   57.86,   42.29,   7.34,  166.30
NRU,Nauru,8463.13245199864,2264.20239258,Outpatient,Children,   62.76,   45.97,   8.51,  183.19
ARE,United Arab Emirates,42507.787339453,2314.74511719,Outpatient,Children,   63.76,   47.37,   9.08,  183.69
BHS,"Bahamas, The",31053.8006388734,2341.32348633,Outpatient,Children,   63.13,   46.33,   7.93,  183.04
CZE,Czechia,20245.6557955904,2431.08496094,Outpatient,Children,   65.28,   48.98,   8.35,  189.98
PRT,Portugal,22292.4218368837,2580.75634766,Outpatient,Children,   68.47,   50.63,   9.32,  197.86
SVN,Slovenia,25708.8691396365,2737.84936523,Outpatient,Children,   69.47,   51.22,  10.06,  201.65
CYP,Cyprus,32341.302734375,2864.15649414,Outpatient,Children,   71.22,   52.47,   9.37,  205.52
ESP,Spain,28569.8436482338,2910.83764648,Outpatient,Children,   95.83,   76.81,  11.41,  294.81
KOR,"Korea, Rep.",34121.0211756766,3049.67163086,Outpatient,Children,   75.26,   55.56,  10.20,  220.53
ITA,Italy,34088.088128227,3134.68066406,Outpatient,Children,  100.76,   77.57,  13.37,  298.81
AND,Andorra,40227.2335282714,3192.31567383,Outpatient,Children,   76.42,   56.94,  10.22,  218.46
MLT,Malta,33000.5930696382,3352.77490234,Outpatient,Children,   77.67,   59.41,  10.20,  220.69
JPN,Japan,36990.3301140205,3889.35717773,Outpatient,Children,  110.89,  138.44,   7.98,  423.68
ISR,Israel,42852.5810267712,4223.87255859,Outpatient,Children,   88.74,   66.65,  12.06,  262.08
SGP,Singapore,65422.4603166668,4320.51611328,Outpatient,Children,   89.88,   67.96,  12.31,  262.00
NZL,New Zealand,41766.8707772422,4804.37792969,Outpatient,Children,   76.60,  110.34,   4.11,  336.33
FRA,France,39117.4845009362,4865.17822266,Outpatient,Children,   95.40,   70.87,  12.20,  278.52
FIN,Finland,45588.5130643088,4902.0390625,Outpatient,Children,   68.52,   72.70,   6.10,  255.66
GBR,United Kingdom,47322.6682239254,5035.6171875,Outpatient,Children,  117.41,   91.04,  16.04,  357.24
BEL,Belgium,44731.0420983801,5404.62402344,Outpatient,Children,  159.30,  231.74,   9.80,  710.99
NLD,Netherlands,51305.6282286444,5796.03466797,Outpatient,Children,  124.18,  177.90,   8.07,  538.41
AUT,Austria,46338.9571249412,5851.96240234,Outpatient,Children,  103.31,  139.55,   5.78,  453.16
SWE,Sweden,54449.7982042953,5943.36132813,Outpatient,Children,  106.98,   82.24,  12.99,  314.44
DEU,Germany,44336.7775157399,6182.34375,Outpatient,Children,   53.56,   39.89,   7.31,  156.28
CAN,Canada,44468.7475023539,6255.02783203,Outpatient,Children,  139.66,  255.91,   7.80,  605.54
IRL,Ireland,91647.7688541174,6448.02197266,Outpatient,Children,  110.63,   85.89,  13.61,  326.09
DNK,Denmark,61295.9818623394,6456.08398438,Outpatient,Children,  110.96,   84.57,  13.78,  334.74
AUS,Australia,61583.9188935304,6730.99511719,Outpatient,Children,  104.35,  155.61,   5.98,  432.70
ISL,Iceland,59096.4444709589,6851.62939453,Outpatient,Children,  114.24,   84.54,  14.52,  326.01
LUX,Luxembourg,106342.757463856,7022.62695313,Outpatient,Children,  118.92,   92.50,  15.10,  358.41
MCO,Monaco,224582.449752101,7655.94042969,Outpatient,Children,  121.48,   92.91,  15.26,  354.55
NOR,Norway,78912.3327624579,8692.57617188,Outpatient,Children,  130.28,   98.73,  17.20,  380.03
CHE,Switzerland,89555.5599814123,10963.43066406,Outpatient,Children,  148.52,  115.24,  19.43,  454.67
USA,United States,65875.177881434,12434.43359375,Outpatient,Children,  200.44,  177.05,  23.03,  651.45
SOM,Somalia,465.160693722591,15.34639168,Outpatient,Elderly,    4.50,    2.98,   0.64,   12.08
MDG,Madagascar,448.058746204617,16.32154655,Outpatient,Elderly,    4.65,    3.05,   0.73,   12.21
COD,"Congo, Dem. Rep.",537.269316970327,24.38615036,Outpatient,Elderly,    5.77,    3.86,   0.87,   15.18
BDI,Burundi,253.530723439042,24.68718529,Outpatient,Elderly,    5.95,    3.93,   0.88,   15.61
NER,Niger,562.137571413883,26.50681686,Outpatient,Elderly,    6.01,    4.00,   0.90,   16.09
ETH,Ethiopia,875.373675519289,27.0685215,Outpatient,Elderly,    6.12,    4.09,   0.91,   16.40
GMB,"Gambia, The",727.838723280227,28.89956109,Outpatient,Elderly,    6.27,    4.30,   0.90,   17.19
MLI,Mali,743.273871368099,29.74292755,Outpatient,Elderly,    6.45,    4.24,   0.97,   17.04
SDN,Sudan,767.248779296875,31.57727051,Outpatient,Elderly,    6.66,    4.46,   0.94,   17.92
BEN,Benin,1263.62565116943,33.88216782,Outpatient,Elderly,    6.87,    4.69,   0.99,   18.57
TZA,Tanzania,1092.86413574219,35.64775848,Outpatient,Elderly,    7.04,    4.65,   1.00,   18.63
YEM,"Yemen, Rep.",859.209303110809,38.11569214,Outpatient,Elderly,    7.31,    4.86,   1.12,   19.74
PAK,Pakistan,1616.39906887866,38.76602173,Outpatient,Elderly,    7.45,    4.95,   1.05,   19.40
SLE,Sierra Leone,1102.44133602893,39.31665802,Outpatient,Elderly,    7.52,    5.01,   1.10,   20.21
MWI,Malawi,556.744034801608,39.65991211,Outpatient,Elderly,    7.58,    5.10,   1.13,   20.44
TCD,Chad,567.181912180859,40.17007446,Outpatient,Elderly,    7.64,    5.14,   1.16,   20.66
LAO,Lao PDR,2648.88726608035,41.34779739,Outpatient,Elderly,    7.75,    5.22,   1.08,   20.79
UGA,Uganda,955.745797275462,44.14502716,Outpatient,Elderly,    7.97,    5.29,   1.25,   20.82
CAF,Central African Republic,398.330979969132,47.91517639,Outpatient,Elderly,    8.28,    5.50,   1.15,   21.91
MOZ,Mozambique,610.174972826279,49.4729538,Outpatient,Elderly,    8.51,    5.79,   1.30,   22.98
COG,"Congo, Rep.",1677.08549205924,50.60568619,Outpatient,Elderly,    8.60,    5.80,   1.25,   23.35
HTI,Haiti,1219.11871645847,52.29947662,Outpatient,Elderly,    8.77,    5.83,   1.38,   23.41
TGO,Togo,896.874686928368,54.01099014,Outpatient,Elderly,    9.00,    6.05,   1.33,   24.62
GIN,Guinea,1028.47369985676,55.03785324,Outpatient,Elderly,    8.95,    6.10,   1.25,   24.56
BFA,Burkina Faso,744.165760639938,56.75708389,Outpatient,Elderly,    9.16,    6.23,   1.36,   24.71
MMR,Myanmar,1177.76649645503,57.96875763,Outpatient,Elderly,    9.22,    6.22,   1.26,   24.48
BGD,Bangladesh,1885.37733613545,61.09237671,Outpatient,Elderly,    9.50,    6.51,   1.30,   26.02
SEN,Senegal,1463.19101905166,63.73388672,Outpatient,Elderly,    9.85,    6.65,   1.43,   26.29
GNB,Guinea-Bissau,767.044183086551,66.05480957,Outpatient,Elderly,   10.02,    6.99,   1.47,   27.76
ZWE,Zimbabwe,1410.7373112787,70.66313934,Outpatient,Elderly,   10.25,    6.93,   1.49,   27.56
CMR,Cameroon,1466.76885819356,71.97737885,Outpatient,Elderly,   10.31,    6.97,   1.57,   27.95
ZMB,Zambia,1330.85998216751,76.05962372,Outpatient,Elderly,   10.71,    7.34,   1.63,   29.09
RWA,Rwanda,1004.21571099829,76.83828735,Outpatient,Elderly,   10.68,    7.29,   1.52,   29.13
TJK,Tajikistan,1407.1075436221,78.61326599,Outpatient,Elderly,   10.95,    7.66,   1.52,   30.33
IND,India,2236.31279250417,79.51509857,Outpatient,Elderly,   11.05,    7.57,   1.63,   30.57
AFG,Afghanistan,379.707497269884,80.6516037,Outpatient,Elderly,   11.18,    7.75,   1.56,   30.31
PNG,Papua New Guinea,2496.50840962288,81.11356354,Outpatient,Elderly,   11.13,    7.36,   1.75,   29.83
DJI,Djibouti,3078.28598659063,81.80969238,Outpatient,Elderly,   11.22,    7.57,   1.64,   29.82
GHA,Ghana,2086.80608066,82.32108307,Outpatient,Elderly,   11.37,    7.75,   1.64,   30.58
KGZ,Kyrgyz Republic,1264.17439486467,85.87857056,Outpatient,Elderly,   11.50,    7.77,   1.67,   30.87
CIV,Cote d'Ivoire,2302.7469807991,86.15213013,Outpatient,Elderly,   11.57,    7.91,   1.59,   31.14
NPL,Nepal,1136.09335013717,88.26616669,Outpatient,Elderly,   11.85,    8.19,   1.62,   32.32
MRT,Mauritania,1630.27171808744,90.41540527,Outpatient,Elderly,   11.87,    8.17,   1.78,   32.28
KEN,Kenya,1808.40479129677,90.43982697,Outpatient,Elderly,   14.95,   20.93,   1.11,   59.51
NGA,Nigeria,2416.36198205178,90.92185211,Outpatient,Elderly,   12.00,    8.11,   1.78,   32.72
SLB,Solomon Islands,1945.14986518195,96.73880768,Outpatient,Elderly,   12.40,    8.44,   1.78,   33.80
LBR,Liberia,653.329188343162,99.65045929,Outpatient,Elderly,   12.61,    8.45,   1.91,   33.50
AGO,Angola,2332.88691268977,101.25614166,Outpatient,Elderly,   12.62,    8.53,   1.90,   34.79
KHM,Cambodia,2083.59301849948,109.52975464,Outpatient,Elderly,   13.10,    9.01,   1.89,   35.53
COM,Comoros,1382.51969363483,122.93584442,Outpatient,Elderly,   14.00,    9.44,   2.00,   37.86
IDN,Indonesia,4192.62390181339,127.44384766,Outpatient,Elderly,   14.19,    9.66,   2.04,   38.13
