ISO Code,Country,GDP per capita,Healthcare expenditure per capita,Treatment type,Age group,Estimated cost,Estimated error,Lower CI,Upper CI
LSO,Lesotho,974.382482849023,133.70170593,Outpatient,Elderly,   14.69,   10.11,   1.94,   39.60
VUT,Vanuatu,2627.97526807247,135.42979431,Outpatient,Elderly,   14.97,   10.43,   2.15,   41.61
LKA,Sri Lanka,3968.6762893616,145.55810547,Outpatient,Elderly,   15.41,   10.77,   2.34,   42.00
UZB,Uzbekistan,3725.67414578523,169.43212891,Outpatient,Elderly,   16.76,   11.25,   2.55,   45.70
EGY,"Egypt, Arab Rep.",4111.24924442966,170.97909546,Outpatient,Elderly,   17.08,   11.81,   2.37,   47.22
TLS,Timor-Leste,1278.41861343542,174.91215515,Outpatient,Elderly,   17.28,   12.09,   2.53,   48.42
DZA,Algeria,4660.40545686886,179.69688416,Outpatient,Elderly,   17.25,   11.60,   2.46,   46.38
STP,Sao Tome and Principe,1380.60169416257,180.3336792,Outpatient,Elderly,   17.31,   11.98,   2.62,   47.89
PHL,Philippines,3745.65232883132,182.93429565,Outpatient,Elderly,   17.96,   12.09,   2.68,   49.08
VNM,Viet Nam,3760.39771392507,188.89749146,Outpatient,Elderly,   25.52,   28.61,   2.02,  100.04
GNQ,Equatorial Guinea,5118.21986148331,190.09381104,Outpatient,Elderly,   17.85,   12.52,   2.59,   50.08
MAR,Morocco,3403.31982421875,199.21412659,Outpatient,Elderly,   18.07,   12.48,   2.62,   49.28
NIC,Nicaragua,2256.77147695561,208.47544861,Outpatient,Elderly,   18.77,   12.98,   2.82,   52.23
FJI,Fiji,5736.82889741943,217.15068054,Outpatient,Elderly,   19.42,   13.23,   2.93,   53.36
KIR,Kiribati,2003.46946759298,217.68276978,Outpatient,Elderly,   19.41,   13.37,   2.78,   53.18
WSM,Samoa,4003.07590158729,236.22660828,Outpatient,Elderly,   20.12,   13.92,   2.94,   54.13
IRN,"Iran, Islamic Rep.",5667.52647829172,237.82546997,Outpatient,Elderly,   20.26,   14.09,   2.64,   56.42
GAB,Gabon,6541.69710787282,247.09622192,Outpatient,Elderly,   20.67,   14.28,   2.79,   55.91
HND,Honduras,2527.43851176243,251.04405212,Outpatient,Elderly,   20.88,   14.37,   3.07,   57.85
IRQ,Iraq,4175.70315667132,254.62432861,Outpatient,Elderly,   21.15,   14.73,   2.90,   58.41
TUN,Tunisia,3958.56222854122,265.85464478,Outpatient,Elderly,   21.50,   14.78,   3.11,   58.89
LBY,Libya,7633.45142779936,278.3821106,Outpatient,Elderly,   22.05,   15.17,   3.15,   61.04
SWZ,Eswatini,3726.43642993545,283.88345337,Outpatient,Elderly,   22.28,   15.35,   3.12,   62.54
CPV,Cabo Verde,4195.75433916189,285.9694519,Outpatient,Elderly,   22.15,   15.53,   3.31,   60.98
JOR,Jordan,3950.31227288316,295.13876343,Outpatient,Elderly,   22.74,   15.61,   3.44,   62.61
BLZ,Belize,6212.26051785042,297.4163208,Outpatient,Elderly,   22.82,   15.90,   3.16,   63.76
AZE,Azerbaijan,5651.34563872949,304.20162964,Outpatient,Elderly,   23.03,   15.89,   3.37,   64.69
BOL,Bolivia,3226.08755673382,307.13800049,Outpatient,Elderly,   23.66,   16.60,   3.38,   66.88
SUR,Suriname,7195.10209033209,343.85302734,Outpatient,Elderly,   24.59,   16.94,   3.60,   69.05
PSE,West Bank and Gaza,2862.88117465434,350.63812256,Outpatient,Elderly,   24.86,   17.52,   3.44,   70.05
THA,Thailand,6393.88744975198,369.97647095,Outpatient,Elderly,   36.34,   33.47,   4.11,  123.77
TUR,Turkiye,14713.5670729157,385.87997437,Outpatient,Elderly,   26.43,   18.34,   3.97,   73.64
GTM,Guatemala,4470.75416315328,396.07998657,Outpatient,Elderly,   26.44,   17.99,   3.87,   71.83
FSM,"Micronesia, Fed. Sts.",2986.27621746796,396.7605896,Outpatient,Elderly,   26.71,   18.58,   3.83,   73.91
MDA,Moldova,3728.90191379122,398.14910889,Outpatient,Elderly,   26.79,   18.36,   3.85,   74.36
NAM,Namibia,3965.35920570222,405.59393311,Outpatient,Elderly,   26.75,   19.14,   3.94,   75.02
ALB,Albania,5419.63779125273,414.35025024,Outpatient,Elderly,   27.33,   18.91,   3.89,   77.48
KAZ,Kazakhstan,11453.3952725363,420.97982788,Outpatient,Elderly,   19.75,   19.56,   2.04,   68.43
VCT,St. Vincent and the Grenadines,9385.71082837004,434.86938477,Outpatient,Elderly,   28.25,   19.74,   4.06,   78.48
PER,Peru,6552.55403560046,445.85757446,Outpatient,Elderly,   28.73,   19.84,   3.89,   79.50
MNG,Mongolia,4456.53627552726,448.24212646,Outpatient,Elderly,   28.91,   20.18,   4.20,   80.97
MYS,Malaysia,11429.5894122241,458.21963501,Outpatient,Elderly,   28.41,   20.35,   4.06,   79.51
DOM,Dominican Republic,8857.40278693789,462.26287842,Outpatient,Elderly,   29.22,   20.73,   4.03,   81.38
JAM,Jamaica,5328.61624140582,468.34671021,Outpatient,Elderly,   29.85,   21.26,   4.12,   84.76
GEO,Georgia,6180.62059946106,477.70956421,Outpatient,Elderly,   29.69,   20.48,   4.31,   79.95
BWA,Botswana,7235.92910677284,477.83258057,Outpatient,Elderly,   29.56,   20.49,   4.44,   82.24
PRY,Paraguay,6431.71872824395,480.19396973,Outpatient,Elderly,   30.28,   21.13,   4.49,   84.03
ECU,Ecuador,6238.15868442687,492.83575439,Outpatient,Elderly,   30.58,   21.41,   4.67,   86.01
SLV,El Salvador,4481.19664108356,501.24411011,Outpatient,Elderly,   35.28,   55.19,   1.81,  168.78
COL,Colombia,6819.17983072755,505.50805664,Outpatient,Elderly,  198.85,  173.00,  22.34,  649.60
GRD,Grenada,9727.65202554404,521.23730469,Outpatient,Elderly,   31.28,   22.13,   4.64,   87.03
BLR,Belarus,6482.80295076287,529.01873779,Outpatient,Elderly,   31.75,   22.34,   4.68,   90.78
GUY,Guyana,23102.6662867381,531.62786865,Outpatient,Elderly,   31.83,   22.50,   4.44,   88.93
MKD,North Macedonia,6393.78647551263,561.69281006,Outpatient,Elderly,   33.03,   23.06,   4.48,   91.15
ZAF,South Africa,5747.41965032482,569.84075928,Outpatient,Elderly,   39.73,   33.76,   4.64,  128.99
DMA,Dominica,8399.96601368496,574.41748047,Outpatient,Elderly,   32.09,   22.62,   4.95,   89.47
TKM,Turkmenistan,7880.44528570939,579.15454102,Outpatient,Elderly,   33.54,   23.20,   4.78,   93.38
MUS,Mauritius,11319.2352240984,590.93572998,Outpatient,Elderly,   33.78,   23.51,   4.72,   93.83
LCA,St. Lucia,11440.0632358822,644.80279541,Outpatient,Elderly,   34.89,   25.09,   4.49,   97.96
MEX,Mexico,10241.8945112994,650.97070313,Outpatient,Elderly,  142.42,  193.32,   7.39,  660.09
BRN,Brunei Darussalam,28725.115657314,665.86773682,Outpatient,Elderly,   35.88,   25.61,   5.05,  102.27
BIH,Bosnia and Herzegovina,6507.01987550791,667.29681396,Outpatient,Elderly,   35.84,   25.66,   5.24,  101.89
CHN,China,12175.1961147248,672.45159912,Outpatient,Elderly,   80.98,   60.58,   9.98,  243.52
ARM,Armenia,5151.01273118105,674.78619385,Outpatient,Elderly,   35.82,   25.43,   4.98,  100.20
SYC,Seychelles,16715.2650923889,694.75085449,Outpatient,Elderly,   36.77,   26.31,   5.20,  104.98
OMN,Oman,18098.5776925062,706.92224121,Outpatient,Elderly,   36.95,   26.60,   4.97,  106.12
MHL,Marshall Islands,5470.42006850903,758.44873047,Outpatient,Elderly,   38.24,   27.10,   5.13,  108.03
BRA,Brazil,9258.05329063487,848.57122803,Outpatient,Elderly,   20.77,   28.10,   1.12,   89.56
ROU,Romania,12399.0008278388,902.2677002,Outpatient,Elderly,   44.77,   42.38,   4.40,  154.49
SRB,Serbia,8210.55401378745,903.11828613,Outpatient,Elderly,   43.01,   30.86,   5.65,  118.34
CRI,Costa Rica,14318.8389652137,978.84155273,Outpatient,Elderly,   44.25,   30.70,   6.17,  123.63
BGR,Bulgaria,9819.57352949265,1011.09472656,Outpatient,Elderly,   44.68,   31.41,   6.97,  125.51
RUS,Russian Federation,10420.5712890625,1078.23486328,Outpatient,Elderly,   47.04,   33.30,   6.48,  130.97
TUV,Tuvalu,4773.34085526672,1084.66955566,Outpatient,Elderly,   47.24,   33.81,   6.53,  133.21
ATG,Antigua and Barbuda,18090.7735177058,1084.88330078,Outpatient,Elderly,   46.79,   33.39,   6.90,  128.91
MNE,Montenegro,8403.3387654549,1107.06445313,Outpatient,Elderly,   47.40,   34.14,   6.53,  136.73
BHR,Bahrain,25076.6545031009,1110.67590332,Outpatient,Elderly,   48.22,   33.96,   6.49,  134.62
MDV,Maldives,11485.5546954096,1150.68554688,Outpatient,Elderly,   48.15,   33.98,   6.67,  130.14
KNA,St. Kitts and Nevis,21505.7244171915,1160.26428223,Outpatient,Elderly,   48.78,   34.31,   6.96,  134.54
POL,Poland,17391.1441481102,1193.13061523,Outpatient,Elderly,   34.31,   29.61,   3.97,  112.05
HUN,Hungary,16282.830349083,1224.43383789,Outpatient,Elderly,   50.14,   36.80,   6.59,  144.32
TTO,Trinidad and Tobago,16061.9004827224,1292.01806641,Outpatient,Elderly,   51.95,   37.17,   7.22,  147.80
BRB,Barbados,19734.2380260921,1302.0592041,Outpatient,Elderly,   52.45,   37.63,   6.52,  147.56
HRV,Croatia,17147.1660226623,1344.19006348,Outpatient,Elderly,   52.35,   37.65,   7.69,  149.68
ARG,Argentina,12933.2497342121,1370.88464355,Outpatient,Elderly,   72.08,  101.41,   4.54,  301.90
PAN,Panama,16872.8834654731,1472.04638672,Outpatient,Elderly,   62.94,   99.63,   3.58,  287.69
CHL,Chile,14226.5180749128,1547.28967285,Outpatient,Elderly,   58.30,   41.93,   7.61,  164.34
SAU,Saudi Arabia,23331.7694701019,1593.37145996,Outpatient,Elderly,   58.43,   42.57,   7.47,  167.70
SVK,Slovak Republic,19238.7622372766,1642.39208984,Outpatient,Elderly,   58.92,   43.46,   7.70,  169.71
LVA,Latvia,16703.9018520982,1642.47131348,Outpatient,Elderly,   58.41,   41.26,   7.78,  163.94
KWT,Kuwait,24155.1872264077,1700.31958008,Outpatient,Elderly,   59.52,   42.72,   7.80,  165.58
GRC,Greece,21139.1916750925,1768.11071777,Outpatient,Elderly,   61.90,   46.57,   8.46,  179.63
QAT,Qatar,65111.0333213131,1781.56030273,Outpatient,Elderly,   61.54,   43.57,   8.18,  175.86
LTU,Lithuania,18685.551945873,1829.66320801,Outpatient,Elderly,   62.49,   44.92,   8.20,  181.06
URY,Uruguay,18295.9066764742,1850.80737305,Outpatient,Elderly,   62.76,   45.71,   8.54,  176.80
PLW,Palau,12379.7893768679,1978.85437012,Outpatient,Elderly,   66.01,   48.02,   9.15,  191.85
EST,Estonia,20123.422189306,1998.88549805,Outpatient,Elderly,   65.85,   48.22,   8.85,  187.16
NRU,Nauru,8463.13245199864,2264.20239258,Outpatient,Elderly,   69.98,   50.75,   9.67,  201.80
ARE,United Arab Emirates,42507.787339453,2314.74511719,Outpatient,Elderly,   71.41,   50.80,   9.85,  202.88
BHS,"Bahamas, The",31053.8006388734,2341.32348633,Outpatient,Elderly,   72.13,   52.23,   9.57,  206.57
CZE,Czechia,20245.6557955904,2431.08496094,Outpatient,Elderly,   73.66,   52.76,   9.51,  209.95
PRT,Portugal,22292.4218368837,2580.75634766,Outpatient,Elderly,   75.43,   54.57,  10.01,  214.69
SVN,Slovenia,25708.8691396365,2737.84936523,Outpatient,Elderly,   80.50,   59.08,  10.81,  227.94
CYP,Cyprus,32341.302734375,2864.15649414,Outpatient,Elderly,   80.42,   60.51,  11.68,  238.81
ESP,Spain,28569.8436482338,2910.83764648,Outpatient,Elderly,  118.11,  105.20,  12.56,  392.24
KOR,"Korea, Rep.",34121.0211756766,3049.67163086,Outpatient,Elderly,   81.88,   58.79,  11.23,  238.74
ITA,Italy,34088.088128227,3134.68066406,Outpatient,Elderly,  142.75,  162.97,  11.47,  560.67
AND,Andorra,40227.2335282714,3192.31567383,Outpatient,Elderly,   86.48,   64.39,  10.74,  256.96
MLT,Malta,33000.5930696382,3352.77490234,Outpatient,Elderly,   87.72,   64.41,  11.72,  251.18
JPN,Japan,36990.3301140205,3889.35717773,Outpatient,Elderly,  117.75,   91.37,  15.58,  360.90
ISR,Israel,42852.5810267712,4223.87255859,Outpatient,Elderly,   99.89,   74.11,  12.84,  290.09
SGP,Singapore,65422.4603166668,4320.51611328,Outpatient,Elderly,  101.80,   76.44,  13.22,  299.22
NZL,New Zealand,41766.8707772422,4804.37792969,Outpatient,Elderly,   55.25,   48.61,   5.97,  186.69
FRA,France,39117.4845009362,4865.17822266,Outpatient,Elderly,  106.40,   79.92,  14.01,  312.16
FIN,Finland,45588.5130643088,4902.0390625,Outpatient,Elderly,  122.47,  300.27,   6.36,  545.23
GBR,United Kingdom,47322.6682239254,5035.6171875,Outpatient,Elderly,  102.28,   83.60,  12.35,  323.51
BEL,Belgium,44731.0420983801,5404.62402344,Outpatient,Elderly,  173.09,  268.58,  10.88,  739.00
NLD,Netherlands,51305.6282286444,5796.03466797,Outpatient,Elderly,  124.86,  130.07,  11.19,  463.91
AUT,Austria,46338.9571249412,5851.96240234,Outpatient,Elderly,   88.80,  129.57,   8.95,  312.97
SWE,Sweden,54449.7982042953,5943.36132813,Outpatient,Elderly,  121.81,   90.91,  16.09,  360.85
DEU,Germany,44336.7775157399,6182.34375,Outpatient,Elderly,   65.52,   56.18,   7.72,  205.28
CAN,Canada,44468.7475023539,6255.02783203,Outpatient,Elderly,  122.10,  141.44,   9.80,  465.61
IRL,Ireland,91647.7688541174,6448.02197266,Outpatient,Elderly,  125.61,   91.55,  17.63,  359.95
DNK,Denmark,61295.9818623394,6456.08398438,Outpatient,Elderly,  125.36,   94.82,  16.86,  363.99
AUS,Australia,61583.9188935304,6730.99511719,Outpatient,Elderly,   88.17,   82.34,   8.67,  310.86
ISL,Iceland,59096.4444709589,6851.62939453,Outpatient,Elderly,  131.00,   95.36,  17.33,  383.29
LUX,Luxembourg,106342.757463856,7022.62695313,Outpatient,Elderly,  132.97,   99.65,  16.75,  389.04
MCO,Monaco,224582.449752101,7655.94042969,Outpatient,Elderly,  140.32,  106.73,  18.45,  417.67
NOR,Norway,78912.3327624579,8692.57617188,Outpatient,Elderly,  150.40,  114.83,  18.90,  447.34
CHE,Switzerland,89555.5599814123,10963.43066406,Outpatient,Elderly,  169.20,  128.89,  22.20,  496.34
USA,United States,65875.177881434,12434.43359375,Outpatient,Elderly,  388.99,  287.14,  51.49, 1130.67
